end|hp_id|index|line|names|score|start
220.0|HP:0001251|18.0|In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which cosegregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.|['Ataxia', 'Cerebellar ataxia']|0.9794151|214.0
265.0|HP:0001251|20.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNAalterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both cosegregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|['Ataxia', 'Cerebellar ataxia']|0.9794151|259.0
284.0|HP:0002167|20.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNAalterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both cosegregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|['Neurological speech impairment', 'Speech disorder', 'Speech impairment', 'Speech impediment']|0.96763647|267.0
298.0|HP:0000252|20.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNAalterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both cosegregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|['Microcephaly', 'Abnormally small cranium', 'Abnormally small head', 'Abnormally small skull', 'Decreased circumference of cranium', 'Decreased size of cranium', 'Decreased size of head', 'Decreased size of skull', 'Reduced head circumference', 'small calvarium', 'small cranium', 'Small head', 'Small head circumference', 'Small skull']|0.9436223|286.0
323.0|HP:0000718|20.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNAalterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both cosegregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|['Aggressive behavior', 'Aggression', 'Aggressive behavior', 'Aggressive behaviour', 'Aggressiveness', 'physical aggression']|0.99652386|304.0
60.0|HP:0002686|22.0|The second change (c.37T&gt;G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2><br><br><h3>2.1 Subjects and sampling</h3><br>The study was approved by the Ethics Committee of the University of Social Welfare and Rehabilitation Sciences, Tehran, Iran.|['Prenatal maternal abnormality', 'Maternal health problem']|0.93650734|52.0
344.0|HP:0012443|22.0|The second change (c.37T&gt;G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2><br><br><h3>2.1 Subjects and sampling</h3><br>The study was approved by the Ethics Committee of the University of Social Welfare and Rehabilitation Sciences, Tehran, Iran.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|339.0
306.0|HP:0012443|57.0|Subsequently, data were analyzed using CodonCode Aligner Software (CodonCode Corporation, Centerville, MA).<br><h3>2.5 RNAsequencing</h3><br>Expression levels of mRNA corresponding to  (NM_006513.3) and  (NM_015836.3) were obtained by RNAsequencing of commercially available RNAsamples from different brain tissues.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|301.0
42.0|HP:0003006|59.0|The cDNA was isolated from a neuroblastoma cell line and contained a change from cytosine to thymine at c.1530, resulting in a missense mutation from arginine to cysteine at position 435 in the SARS protein.|['Neuroblastoma', 'Cancer of early nerve cells']|0.9881484|29.0
127.0|HP:0012443|64.0|Table S2)<br>complete cDNA was obtained by PCR using primers WARS2cDNAFW and WARS2cDNARV using total RNA from human fetal brain (BioChain, San Francisco, CA, USA).|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|122.0
77.0|HP:0100529|127.0|Standard samples were prepared in triplicate for each phosphate concentration.<br><h2>3 RESULTS</h2><br><br><h3>3.1 Clinical report of family 1</h3><br>Family 1 is an Iranian family with Arabian ethnicity.|['Abnormal blood phosphate concentration', 'Abnormality of phosphate homeostasis']|0.8132653|54.0
20.0|HP:0100543|130.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAISIV) showed an intelligence quotient (IQ) 4045 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|['Cognitive impairment', 'Abnormality of cognition', 'Cognitive abnormality', 'Cognitive defects', 'Cognitive deficits', 'Cognitive impairment', 'Intellectual impairment', 'Mental impairment']|0.95951575|11.0
171.0|HP:0002167|130.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAISIV) showed an intelligence quotient (IQ) 4045 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|['Neurological speech impairment', 'Speech disorder', 'Speech impairment', 'Speech impediment']|0.96763647|154.0
105.0|HP:0001249|130.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAISIV) showed an intelligence quotient (IQ) 4045 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|['Intellectual disability', 'Dull intelligence', 'Intellectual disability', 'Low intelligence', 'Mental deficiency', 'Mental retardation', 'Mental retardation, nonspecific', 'Mental-retardation', 'Nonprogressive intellectual disability', 'Nonprogressive mental retardation', 'Poor school performance']|0.8140416|83.0
221.0|HP:0000718|130.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAISIV) showed an intelligence quotient (IQ) 4045 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|['Aggressive behavior', 'Aggression', 'Aggressive behavior', 'Aggressive behaviour', 'Aggressiveness', 'physical aggression']|0.99652386|202.0
196.0|HP:0001350|130.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAISIV) showed an intelligence quotient (IQ) 4045 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|['Slurred speech', 'Slurred speech']|0.9699675|182.0
135.0|HP:0001324|131.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 710 years), and muscular weakness (since the age of 610).|['Muscle weakness', 'Muscle weakness', 'Muscular weakness']|0.9807812|118.0
53.0|HP:0000252|131.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 710 years), and muscular weakness (since the age of 610).|['Microcephaly', 'Abnormally small cranium', 'Abnormally small head', 'Abnormally small skull', 'Decreased circumference of cranium', 'Decreased size of cranium', 'Decreased size of head', 'Decreased size of skull', 'Reduced head circumference', 'small calvarium', 'small cranium', 'Small head', 'Small head circumference', 'Small skull']|0.9436223|41.0
61.0|HP:0001251|131.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 710 years), and muscular weakness (since the age of 610).|['Ataxia', 'Cerebellar ataxia']|0.9794151|55.0
78.0|HP:0001288|131.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 710 years), and muscular weakness (since the age of 610).|['Gait disturbance', 'Abnormal gait', 'Abnormal walk', 'Gait abnormalities', 'Gait difficulties', 'Gait disturbances', 'Impaired gait']|0.97701836|74.0
43.0|HP:0001250|132.0|All patients developed tonicclonic seizures during infancy, which are well controlled by sodium valproate.|['Seizures', 'Epilepsy', 'Seizure', 'Seizures']|0.98365414|35.0
127.0|HP:0002167|138.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ=4146), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|['Neurological speech impairment', 'Speech disorder', 'Speech impairment', 'Speech impediment']|0.96763647|110.0
152.0|HP:0001350|138.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ=4146), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|['Slurred speech', 'Slurred speech']|0.9699675|138.0
83.0|HP:0002305|138.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ=4146), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|['Athetosis', 'Athetoid movements', 'Involuntary writhing movements', 'Involuntary writhing movements in fingers, hands, toes, and feet']|0.9866977|74.0
104.0|HP:0000718|138.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ=4146), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|['Aggressive behavior', 'Aggression', 'Aggressive behavior', 'Aggressive behaviour', 'Aggressiveness', 'physical aggression']|0.99652386|85.0
26.0|HP:0001324|139.0|Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 710 years) were observed (see Table  for full description of clinical features).|['Muscle weakness', 'Muscle weakness', 'Muscular weakness']|0.9807812|9.0
37.0|HP:0001251|139.0|Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 710 years) were observed (see Table  for full description of clinical features).|['Ataxia', 'Cerebellar ataxia']|0.9794151|31.0
54.0|HP:0001288|139.0|Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 710 years) were observed (see Table  for full description of clinical features).|['Gait disturbance', 'Abnormal gait', 'Abnormal walk', 'Gait abnormalities', 'Gait difficulties', 'Gait disturbances', 'Impaired gait']|0.97701836|50.0
112.0|HP:0001167|149.0|In addition, a variant (chr1: 120166494G&gt;T; NM_001080470.1: c.472C&gt;A) in the third exon of the zinc finger protein 697 () gene was found, which results in a substitution of proline with threonine at amino acid position 158 (NP_001073939: p. Pro158Thr), but was predicted to be benign by several different pathogenicity evaluators (Polyphen2, SIFT, Mutation Taster, and Logit score).|['Abnormality of finger', 'Abnormalities of the fingers', 'Abnormality of finger']|0.8023411|106.0
180.0|HP:0012443|153.0|C) and, in line with this, the phyloP score (Pollard, Hubisz, Rosenbloom, &amp; Siepel, ) was found to be 6.457.<br>Expression of  was determined by RNAseq in different human brain regions relevant for learning and memory (Supp.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|175.0
63.0|HP:0012443|223.0|Expression of  was evaluated by RNAseq in different human brain regions relevant for learning and memory (Supp.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|58.0
159.0|HP:0002686|225.0|S5).<br>The WARS2 genotype we observed in the affected individuals comprises a frameshift mutation on the paternal allele and a missense change on the maternal allele.|['Prenatal maternal abnormality', 'Maternal health problem']|0.93650734|151.0
223.0|HP:0001250|265.0|A and H).<br><h2>4 DISCUSSION</h2><br>In this report, we describe putatively ID causing mutations in  and  in families with closely overlapping additional clinical features including moderate ID, speech impairment, seizures, ataxia, and muscular weakness.|['Seizures', 'Epilepsy', 'Seizure', 'Seizures']|0.98365414|215.0
231.0|HP:0001251|265.0|A and H).<br><h2>4 DISCUSSION</h2><br>In this report, we describe putatively ID causing mutations in  and  in families with closely overlapping additional clinical features including moderate ID, speech impairment, seizures, ataxia, and muscular weakness.|['Ataxia', 'Cerebellar ataxia']|0.9794151|225.0
254.0|HP:0001324|265.0|A and H).<br><h2>4 DISCUSSION</h2><br>In this report, we describe putatively ID causing mutations in  and  in families with closely overlapping additional clinical features including moderate ID, speech impairment, seizures, ataxia, and muscular weakness.|['Muscle weakness', 'Muscle weakness', 'Muscular weakness']|0.9807812|237.0
213.0|HP:0002167|265.0|A and H).<br><h2>4 DISCUSSION</h2><br>In this report, we describe putatively ID causing mutations in  and  in families with closely overlapping additional clinical features including moderate ID, speech impairment, seizures, ataxia, and muscular weakness.|['Neurological speech impairment', 'Speech disorder', 'Speech impairment', 'Speech impediment']|0.96763647|196.0
24.0|HP:0001251|266.0|The occurrence of ataxia is consistent with previous reports that implicate ARSs in the etiology of this particular feature (see e.g.|['Ataxia', 'Cerebellar ataxia']|0.9794151|18.0
27.0|HP:0001324|268.0|Moreover, muscular weakness was repeatedly observed in the context of tRNArelated disorders in general or ARSrelated conditions in particular, for example, CharcotMarieTooth (CMT) disease (MIM# 607731) and others (see e.g.|['Muscle weakness', 'Muscle weakness', 'Muscular weakness']|0.9807812|10.0
415.0|HP:0012443|269.0|(Abbott, Francklyn, &amp; RobeyBond, ; Bansagi etal., ; Irobi, De Jonghe, &amp; Timmerman, ; McLaughlin etal., ), which also supports our conclusion that the phenotype in our families is caused by the DNAalterations we report here.<br>The gene products of both genes are involved in tRNAaminoacylation and we could confirm that both are well expressed in tissues relevant for memory and learning in the mature brain.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|410.0
98.0|HP:0002180|270.0|Together with AIMP1, which we have recently found to be implicated in ID without neurodegeneration (Iqbal etal., ), there are now at least three genes with a role in tRNAaminoacylation that are apparently relevant for human cognition.<br>The  gene product catalyzes the attachment of serine to tRNA(Ser).|['Neurodegeneration', 'Neuro-degenerative disease', 'Neurodegenerative disease', 'Ongoing loss of nerve cells', 'Progressive neurodegenerative disorder']|0.9939998|81.0
233.0|HP:0100543|270.0|Together with AIMP1, which we have recently found to be implicated in ID without neurodegeneration (Iqbal etal., ), there are now at least three genes with a role in tRNAaminoacylation that are apparently relevant for human cognition.<br>The  gene product catalyzes the attachment of serine to tRNA(Ser).|['Cognitive impairment', 'Abnormality of cognition', 'Cognitive abnormality', 'Cognitive defects', 'Cognitive deficits', 'Cognitive impairment', 'Intellectual impairment', 'Mental impairment']|0.89597446|224.0
138.0|HP:0008314|279.0|This is noteworthy, since homozygous mutations in the  gene cause Leigh syndrome and Mitochondrial respiratory chain complex II deficiency (MIM# 256000, MIM# 252011) in patients that present, among other features, ataxia, muscle weakness, cognitive impairment, and seizures.<br>We believe that WARS2 p. Trp13Gly is in fact a functional polymorphism (Albert, ) that is uncovered by a loss of the gene product from the second allele.|['Decreased activity of mitochondrial complex II', 'Respiratory complex II deficiency']|0.9159447|99.0
220.0|HP:0001251|279.0|This is noteworthy, since homozygous mutations in the  gene cause Leigh syndrome and Mitochondrial respiratory chain complex II deficiency (MIM# 256000, MIM# 252011) in patients that present, among other features, ataxia, muscle weakness, cognitive impairment, and seizures.<br>We believe that WARS2 p. Trp13Gly is in fact a functional polymorphism (Albert, ) that is uncovered by a loss of the gene product from the second allele.|['Ataxia', 'Cerebellar ataxia']|0.9794151|214.0
237.0|HP:0001324|279.0|This is noteworthy, since homozygous mutations in the  gene cause Leigh syndrome and Mitochondrial respiratory chain complex II deficiency (MIM# 256000, MIM# 252011) in patients that present, among other features, ataxia, muscle weakness, cognitive impairment, and seizures.<br>We believe that WARS2 p. Trp13Gly is in fact a functional polymorphism (Albert, ) that is uncovered by a loss of the gene product from the second allele.|['Muscle weakness', 'Muscle weakness', 'Muscular weakness']|0.98386145|222.0
259.0|HP:0100543|279.0|This is noteworthy, since homozygous mutations in the  gene cause Leigh syndrome and Mitochondrial respiratory chain complex II deficiency (MIM# 256000, MIM# 252011) in patients that present, among other features, ataxia, muscle weakness, cognitive impairment, and seizures.<br>We believe that WARS2 p. Trp13Gly is in fact a functional polymorphism (Albert, ) that is uncovered by a loss of the gene product from the second allele.|['Cognitive impairment', 'Abnormality of cognition', 'Cognitive abnormality', 'Cognitive defects', 'Cognitive deficits', 'Cognitive impairment', 'Intellectual impairment', 'Mental impairment']|0.9882897|239.0
273.0|HP:0001250|279.0|This is noteworthy, since homozygous mutations in the  gene cause Leigh syndrome and Mitochondrial respiratory chain complex II deficiency (MIM# 256000, MIM# 252011) in patients that present, among other features, ataxia, muscle weakness, cognitive impairment, and seizures.<br>We believe that WARS2 p. Trp13Gly is in fact a functional polymorphism (Albert, ) that is uncovered by a loss of the gene product from the second allele.|['Seizures', 'Epilepsy', 'Seizure', 'Seizures']|0.98365414|265.0
371.0|HP:0500138|287.0|This suggests that  represents a compound hypomorph similar to the situation observed in our patients.<br>Functionally the mutations we found in SARS and WARS2 might lead to a reduced amount of charged tRNA available for translation at the ribosomes, which in turn could lead to a reduced translation rate, especially of those proteins that contain high amounts of serine, selenocysteine or tryptophan, respectively.|['Hyperserinemia', 'Elevated circulating serine levels', 'High blood serine levels', 'Increased serine blood concentration']|0.81653136|349.0
105.0|HP:0040078|290.0|Interestingly, deletion of selenoprotein P (Sepp1) in mice produces both neuronal and axonal degeneration as well as potentially reversible neurite changes in the developing brain (Caito etal., ).|['Axonal degeneration']|0.9701006|86.0
179.0|HP:0012443|290.0|Interestingly, deletion of selenoprotein P (Sepp1) in mice produces both neuronal and axonal degeneration as well as potentially reversible neurite changes in the developing brain (Caito etal., ).|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|174.0
101.0|HP:0002180|291.0|Neuronspecific ablation of selenoprotein expression causes a neurodevelopmental and neurodegenerative phenotype in mice, affecting the cerebral cortex and the hippocampus, particularly the parvalbumin (PV)positive interneuron population (Wirth etal., ).|['Neurodegeneration', 'Neuro-degenerative disease', 'Neurodegenerative disease', 'Ongoing loss of nerve cells', 'Progressive neurodegenerative disorder']|0.9968527|84.0
150.0|HP:0002538|291.0|Neuronspecific ablation of selenoprotein expression causes a neurodevelopmental and neurodegenerative phenotype in mice, affecting the cerebral cortex and the hippocampus, particularly the parvalbumin (PV)positive interneuron population (Wirth etal., ).|['Abnormality of the cerebral cortex']|0.8297024|121.0
79.0|HP:0000708|292.0|Moreover, loss of PV neurons is associated with some neuropsychiatric disorders, for example, autism spectrum disorders (Sgado etal., ).<br>Specifically with respect to SARS p. Asp172Asn, our overexpression experiments, which we carried out in HEK293T cells, because of their high transfection efficiency and because they are commonly used to assess an impairment of localization in the mitochondria, showed that in comparison to the ectopic WT protein the level of ectopic p. Asp172Asn was significantly reduced in whole cell extracts as well as in the cytosolic fraction.|['Behavioral abnormality', 'Behavioral abnormality', 'Behavioral changes', 'Behavioral disorders', 'Behavioral disturbances', 'Behavioral problems', 'Behavioral symptoms', 'Behavioral/psychiatric abnormalities', 'Behavioural/Psychiatric abnormality', 'Psychiatric disorders', 'Psychiatric disturbances']|0.88457793|53.0
119.0|HP:0000729|292.0|Moreover, loss of PV neurons is associated with some neuropsychiatric disorders, for example, autism spectrum disorders (Sgado etal., ).<br>Specifically with respect to SARS p. Asp172Asn, our overexpression experiments, which we carried out in HEK293T cells, because of their high transfection efficiency and because they are commonly used to assess an impairment of localization in the mitochondria, showed that in comparison to the ectopic WT protein the level of ectopic p. Asp172Asn was significantly reduced in whole cell extracts as well as in the cytosolic fraction.|['Autistic behavior', 'ASD', 'Autism spectrum disorder', 'Autism spectrum disorders', 'Autistic behaviors', 'Autistic behaviour', 'Pervasive developmental disorder']|0.98254406|94.0
319.0|HP:0009830|297.0|Similar disease mechanisms have been proposed for mutations within , which are associated with infantile hepatopathy (Casey etal., ), and mutations within  that cause recessive intermediate CMT disease type B (CMTRIB) (MIM# 613641) (McLaughlin etal., ) with a phenotype that does not only comprise peripheral neuropathy but also selfabusive behavior and developmental delay.|['Peripheral neuropathy', 'Neuropathy', 'Peripheral nerve damage', 'Peripheral neuritis']|0.9717754|298.0
373.0|HP:0001263|297.0|Similar disease mechanisms have been proposed for mutations within , which are associated with infantile hepatopathy (Casey etal., ), and mutations within  that cause recessive intermediate CMT disease type B (CMTRIB) (MIM# 613641) (McLaughlin etal., ) with a phenotype that does not only comprise peripheral neuropathy but also selfabusive behavior and developmental delay.|['Global developmental delay', 'Cognitive delay', 'Delayed cognitive development', 'Delayed development', 'Delayed developmental milestones', 'Delayed intellectual development', 'Delayed milestones', 'Delayed psychomotor development', 'Developmental delay', 'Developmental delay in early childhood', 'Developmental delay, global', 'Developmental retardation', 'Lack of psychomotor development', 'Mental and motor retardation', 'Motor and developmental delay', 'Psychomotor delay', 'Psychomotor development deficiency', 'Psychomotor development failure', 'Psychomotor developmental delay', 'Retarded development', 'Retarded mental development', 'Retarded psychomotor development']|0.99637204|354.0
103.0|HP:0002180|298.0|Finally, it is also noteworthy that in the presence of a tryptophanyltRNA deficiency, neurodegenerative symptoms can be induced by tryptamine.|['Neurodegeneration', 'Neuro-degenerative disease', 'Neurodegenerative disease', 'Ongoing loss of nerve cells', 'Progressive neurodegenerative disorder']|0.9968527|86.0
79.0|HP:0002180|299.0|Tryptamine induces axonopathy and mitochondriopathy mimicking neurodegenerative diseases via tryptophanyltRNA deficiency (Paley, Perry, &amp; Sokolova, ).<br>Regarding WARS2, it is interesting to note that mutations in human mitochondrial ARSs are associated with various neurodegenerative diseases and that all other mitochondrial ARSs, were already found to be subject to pathologyrelated mutations (Diodato, Ghezzi, &amp; Tiranti, ; Hallmann etal., ; Konovalova &amp; Tyynismaa, ; Schwartzentruber etal., ; Schwenzer, Zoll, Florentz, &amp; Sissler, ; Sofou etal., ; Suzuki, Nagao, &amp; Suzuki, ).|['Neurodegeneration', 'Neuro-degenerative disease', 'Neurodegenerative disease', 'Ongoing loss of nerve cells', 'Progressive neurodegenerative disorder']|0.9968527|62.0
289.0|HP:0002180|299.0|Tryptamine induces axonopathy and mitochondriopathy mimicking neurodegenerative diseases via tryptophanyltRNA deficiency (Paley, Perry, &amp; Sokolova, ).<br>Regarding WARS2, it is interesting to note that mutations in human mitochondrial ARSs are associated with various neurodegenerative diseases and that all other mitochondrial ARSs, were already found to be subject to pathologyrelated mutations (Diodato, Ghezzi, &amp; Tiranti, ; Hallmann etal., ; Konovalova &amp; Tyynismaa, ; Schwartzentruber etal., ; Schwenzer, Zoll, Florentz, &amp; Sissler, ; Sofou etal., ; Suzuki, Nagao, &amp; Suzuki, ).|['Neurodegeneration', 'Neuro-degenerative disease', 'Neurodegenerative disease', 'Ongoing loss of nerve cells', 'Progressive neurodegenerative disorder']|0.9968527|272.0
85.0|HP:0012443|301.0|Why clinical consequences of mutations in essential genes are restricted to the brain is still unclear, however, it has been suggested before that, given the fundamental function of mitochondrial ARSs, a lossoffunction is incompatible with life but that low enzyme activity may be sufficient to allow uterine development yet still result in specific disorders during postnatal life (Konovalova &amp; Tyynismaa, ).|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|80.0
195.0|HP:0003287|301.0|Why clinical consequences of mutations in essential genes are restricted to the brain is still unclear, however, it has been suggested before that, given the fundamental function of mitochondrial ARSs, a lossoffunction is incompatible with life but that low enzyme activity may be sufficient to allow uterine development yet still result in specific disorders during postnatal life (Konovalova &amp; Tyynismaa, ).|['Abnormality of mitochondrial metabolism', 'Mitochondrial dysfunction']|0.82695293|170.0
308.0|HP:0000130|301.0|Why clinical consequences of mutations in essential genes are restricted to the brain is still unclear, however, it has been suggested before that, given the fundamental function of mitochondrial ARSs, a lossoffunction is incompatible with life but that low enzyme activity may be sufficient to allow uterine development yet still result in specific disorders during postnatal life (Konovalova &amp; Tyynismaa, ).|['Abnormality of the uterus', 'Abnormality of the uterus', 'Uterine abnormalities', 'Uterine malformations']|0.8669952|301.0
